"Time_ms","MsgProc","StateAfter","MsgClass","MsgNumber","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","TimeString","MsgText","PLC"
46216673399.4097,2,1,65,1006,,,,,,,,,"7/13/2026 4:09:42 PM","Start","<internal>"
46216673442.0486,2,1,65,1003,"0",,,,,,,,"7/13/2026 4:09:45 PM","Start layer - Nr: 0","<internal>"
46216673449.9769,2,0,65,2000,"682","683",,,,,,,"7/13/2026 4:09:46 PM","Layer Nr:682 Next Layer Nr : 683  ","<internal>"
46216673455.7639,2,1,64,73,,,,,,,,,"7/13/2026 4:09:47 PM","+A11.G4: Waiting for Pallet out","HMI_Connection_2"
46216673467.338,2,1,64,43,,,,,,,,,"7/13/2026 4:09:48 PM","+A11.G4: Waiting for Pallet","HMI_Connection_2"
46216673467.338,2,0,64,73,,,,,,,,,"7/13/2026 4:09:48 PM","+A11.G4: Waiting for Pallet out","HMI_Connection_2"
46216673513.6458,2,0,64,43,,,,,,,,,"7/13/2026 4:09:52 PM","+A11.G4: Waiting for Pallet","HMI_Connection_2"
46216673757.6389,2,1,64,36,,,,,,,,,"7/13/2026 4:10:13 PM","Wagon to start position","HMI_Connection_2"
46216673757.6389,2,1,64,37,,,,,,,,,"7/13/2026 4:10:13 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216673757.6389,2,1,64,72,,,,,,,,,"7/13/2026 4:10:13 PM","Unwinder Material Tension","HMI_Connection_2"
46216673757.6505,2,1,64,132,,,,,,,,,"7/13/2026 4:10:13 PM","Feeder material to start position","HMI_Connection_2"
46216673780.6944,2,0,64,37,,,,,,,,,"7/13/2026 4:10:15 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216673780.6944,2,0,64,72,,,,,,,,,"7/13/2026 4:10:15 PM","Unwinder Material Tension","HMI_Connection_2"
46216673791.875,2,0,64,132,,,,,,,,,"7/13/2026 4:10:16 PM","Feeder material to start position","HMI_Connection_2"
46216673803.0093,2,1,64,37,,,,,,,,,"7/13/2026 4:10:17 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216673803.0093,2,1,64,74,"682","241",,,,,,,"7/13/2026 4:10:17 PM","Deployment in Progress - Layer Nr. 682 Matt. No.241","HMI_Connection_2"
46216673814.5833,2,0,64,36,,,,,,,,,"7/13/2026 4:10:18 PM","Wagon to start position","HMI_Connection_2"
46216673849.3171,2,0,64,37,,,,,,,,,"7/13/2026 4:10:21 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216673849.3171,2,0,64,74,"682","241",,,,,,,"7/13/2026 4:10:21 PM","Deployment in Progress - Layer Nr. 682 Matt. No.241","HMI_Connection_2"
46216673907.1991,2,1,64,149,,,,,,,,,"7/13/2026 4:10:26 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216673930.3472,2,1,64,150,,,,,,,,,"7/13/2026 4:10:28 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216673953.9352,2,0,64,149,,,,,,,,,"7/13/2026 4:10:30 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216673953.9352,2,0,64,150,,,,,,,,,"7/13/2026 4:10:30 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216673954.9074,2,1,65,2000,"682","683",,,,,,,"7/13/2026 4:10:30 PM","Layer Nr:682 Next Layer Nr : 683  ","<internal>"
46216673965.8796,2,1,64,36,,,,,,,,,"7/13/2026 4:10:31 PM","Wagon to start position","HMI_Connection_2"
46216673965.8796,2,1,64,37,,,,,,,,,"7/13/2026 4:10:31 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216673965.8796,2,1,64,72,,,,,,,,,"7/13/2026 4:10:31 PM","Unwinder Material Tension","HMI_Connection_2"
46216673988.6574,2,0,64,37,,,,,,,,,"7/13/2026 4:10:33 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216673988.6574,2,0,64,72,,,,,,,,,"7/13/2026 4:10:33 PM","Unwinder Material Tension","HMI_Connection_2"
46216674011.3773,2,1,64,74,"683","240",,,,,,,"7/13/2026 4:10:35 PM","Deployment in Progress - Layer Nr. 683 Matt. No.240","HMI_Connection_2"
46216674022.9398,2,0,64,36,,,,,,,,,"7/13/2026 4:10:36 PM","Wagon to start position","HMI_Connection_2"
46216674046.0995,2,0,64,74,"683","240",,,,,,,"7/13/2026 4:10:38 PM","Deployment in Progress - Layer Nr. 683 Matt. No.240","HMI_Connection_2"
46216674069.2245,2,1,64,149,,,,,,,,,"7/13/2026 4:10:40 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674080.8218,2,1,64,150,,,,,,,,,"7/13/2026 4:10:41 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674104.3866,2,0,64,149,,,,,,,,,"7/13/2026 4:10:43 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674104.3866,2,0,64,150,,,,,,,,,"7/13/2026 4:10:43 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674105.3472,2,0,65,2000,"684","685",,,,,,,"7/13/2026 4:10:43 PM","Layer Nr:684 Next Layer Nr : 685  ","<internal>"
46216674115.9838,2,1,64,37,,,,,,,,,"7/13/2026 4:10:44 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674115.9838,2,1,64,72,,,,,,,,,"7/13/2026 4:10:44 PM","Unwinder Material Tension","HMI_Connection_2"
46216674127.5116,2,1,64,36,,,,,,,,,"7/13/2026 4:10:45 PM","Wagon to start position","HMI_Connection_2"
46216674127.5116,2,1,64,112,,,,,,,,,"7/13/2026 4:10:45 PM","Lowering Pallet","HMI_Connection_2"
46216674127.5116,2,1,64,132,,,,,,,,,"7/13/2026 4:10:45 PM","Feeder material to start position","HMI_Connection_2"
46216674139.1088,2,0,64,37,,,,,,,,,"7/13/2026 4:10:46 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674139.1088,2,0,64,72,,,,,,,,,"7/13/2026 4:10:46 PM","Unwinder Material Tension","HMI_Connection_2"
46216674161.8519,2,0,64,132,,,,,,,,,"7/13/2026 4:10:48 PM","Feeder material to start position","HMI_Connection_2"
46216674161.8519,2,1,64,74,"684","239",,,,,,,"7/13/2026 4:10:48 PM","Deployment in Progress - Layer Nr. 684 Matt. No.239","HMI_Connection_2"
46216674173.4144,2,0,64,36,,,,,,,,,"7/13/2026 4:10:49 PM","Wagon to start position","HMI_Connection_2"
46216674173.4144,2,0,64,112,,,,,,,,,"7/13/2026 4:10:49 PM","Lowering Pallet","HMI_Connection_2"
46216674196.5625,2,0,64,74,"684","239",,,,,,,"7/13/2026 4:10:51 PM","Deployment in Progress - Layer Nr. 684 Matt. No.239","HMI_Connection_2"
46216674242.8588,2,1,64,149,,,,,,,,,"7/13/2026 4:10:55 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674266.4352,2,1,64,150,,,,,,,,,"7/13/2026 4:10:57 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674289.5949,2,0,64,149,,,,,,,,,"7/13/2026 4:10:59 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674289.5949,2,0,64,150,,,,,,,,,"7/13/2026 4:10:59 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674290.5671,2,1,65,2000,"684","685",,,,,,,"7/13/2026 4:10:59 PM","Layer Nr:684 Next Layer Nr : 685  ","<internal>"
46216674301.6088,2,1,64,36,,,,,,,,,"7/13/2026 4:11:00 PM","Wagon to start position","HMI_Connection_2"
46216674301.6088,2,1,64,37,,,,,,,,,"7/13/2026 4:11:00 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674301.6088,2,1,64,72,,,,,,,,,"7/13/2026 4:11:00 PM","Unwinder Material Tension","HMI_Connection_2"
46216674324.3287,2,0,64,37,,,,,,,,,"7/13/2026 4:11:02 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674324.3287,2,0,64,72,,,,,,,,,"7/13/2026 4:11:02 PM","Unwinder Material Tension","HMI_Connection_2"
46216674347.0486,2,1,64,74,"685","238",,,,,,,"7/13/2026 4:11:04 PM","Deployment in Progress - Layer Nr. 685 Matt. No.238","HMI_Connection_2"
46216674358.6227,2,0,64,36,,,,,,,,,"7/13/2026 4:11:05 PM","Wagon to start position","HMI_Connection_2"
46216674381.7708,2,0,64,74,"685","238",,,,,,,"7/13/2026 4:11:07 PM","Deployment in Progress - Layer Nr. 685 Matt. No.238","HMI_Connection_2"
46216674428.0787,2,1,64,149,,,,,,,,,"7/13/2026 4:11:11 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674439.6528,2,1,64,150,,,,,,,,,"7/13/2026 4:11:12 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674463.206,2,0,64,149,,,,,,,,,"7/13/2026 4:11:14 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674463.206,2,0,64,150,,,,,,,,,"7/13/2026 4:11:14 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674475.6713,2,0,65,2000,"686","687",,,,,,,"7/13/2026 4:11:15 PM","Layer Nr:686 Next Layer Nr : 687  ","<internal>"
46216674485.9954,2,1,64,37,,,,,,,,,"7/13/2026 4:11:16 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674485.9954,2,1,64,72,,,,,,,,,"7/13/2026 4:11:16 PM","Unwinder Material Tension","HMI_Connection_2"
46216674497.5116,2,1,64,112,,,,,,,,,"7/13/2026 4:11:17 PM","Lowering Pallet","HMI_Connection_2"
46216674509.4907,2,1,64,36,,,,,,,,,"7/13/2026 4:11:18 PM","Wagon to start position","HMI_Connection_2"
46216674509.4907,2,0,64,37,,,,,,,,,"7/13/2026 4:11:18 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674509.4907,2,0,64,72,,,,,,,,,"7/13/2026 4:11:18 PM","Unwinder Material Tension","HMI_Connection_2"
46216674509.4907,2,1,64,132,,,,,,,,,"7/13/2026 4:11:18 PM","Feeder material to start position","HMI_Connection_2"
46216674532.2454,2,0,64,132,,,,,,,,,"7/13/2026 4:11:20 PM","Feeder material to start position","HMI_Connection_2"
46216674532.2454,2,1,64,74,"686","237",,,,,,,"7/13/2026 4:11:20 PM","Deployment in Progress - Layer Nr. 686 Matt. No.237","HMI_Connection_2"
46216674543.831,2,0,64,36,,,,,,,,,"7/13/2026 4:11:21 PM","Wagon to start position","HMI_Connection_2"
46216674543.831,2,0,64,112,,,,,,,,,"7/13/2026 4:11:21 PM","Lowering Pallet","HMI_Connection_2"
46216674566.9676,2,0,64,74,"686","237",,,,,,,"7/13/2026 4:11:23 PM","Deployment in Progress - Layer Nr. 686 Matt. No.237","HMI_Connection_2"
46216674636.412,2,1,64,149,,,,,,,,,"7/13/2026 4:11:29 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674660.0231,2,1,64,150,,,,,,,,,"7/13/2026 4:11:31 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674677.2106,2,1,65,2000,"686","687",,,,,,,"7/13/2026 4:11:32 PM","Layer Nr:686 Next Layer Nr : 687  ","<internal>"
46216674683.1134,2,0,64,149,,,,,,,,,"7/13/2026 4:11:33 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674683.1134,2,0,64,150,,,,,,,,,"7/13/2026 4:11:33 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674683.1134,2,1,64,37,,,,,,,,,"7/13/2026 4:11:33 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674683.1134,2,1,64,72,,,,,,,,,"7/13/2026 4:11:33 PM","Unwinder Material Tension","HMI_Connection_2"
46216674695.162,2,1,64,36,,,,,,,,,"7/13/2026 4:11:34 PM","Wagon to start position","HMI_Connection_2"
46216674717.8356,2,0,64,37,,,,,,,,,"7/13/2026 4:11:36 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674717.8356,2,0,64,72,,,,,,,,,"7/13/2026 4:11:36 PM","Unwinder Material Tension","HMI_Connection_2"
46216674729.0046,2,1,64,74,"687","236",,,,,,,"7/13/2026 4:11:37 PM","Deployment in Progress - Layer Nr. 687 Matt. No.236","HMI_Connection_2"
46216674752.1759,2,0,64,36,,,,,,,,,"7/13/2026 4:11:39 PM","Wagon to start position","HMI_Connection_2"
46216674775.3241,2,0,64,74,"687","236",,,,,,,"7/13/2026 4:11:41 PM","Deployment in Progress - Layer Nr. 687 Matt. No.236","HMI_Connection_2"
46216674833.1829,2,1,64,149,,,,,,,,,"7/13/2026 4:11:46 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674844.757,2,1,64,150,,,,,,,,,"7/13/2026 4:11:47 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674868.3218,2,0,64,149,,,,,,,,,"7/13/2026 4:11:49 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216674868.3218,2,0,64,150,,,,,,,,,"7/13/2026 4:11:49 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216674869.4445,2,0,65,2000,"688","689",,,,,,,"7/13/2026 4:11:49 PM","Layer Nr:688 Next Layer Nr : 689  ","<internal>"
46216674879.919,2,1,64,37,,,,,,,,,"7/13/2026 4:11:50 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674879.919,2,1,64,72,,,,,,,,,"7/13/2026 4:11:50 PM","Unwinder Material Tension","HMI_Connection_2"
46216674891.0532,2,1,64,112,,,,,,,,,"7/13/2026 4:11:51 PM","Lowering Pallet","HMI_Connection_2"
46216674903.044,2,1,64,36,,,,,,,,,"7/13/2026 4:11:52 PM","Wagon to start position","HMI_Connection_2"
46216674903.044,2,0,64,37,,,,,,,,,"7/13/2026 4:11:52 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216674903.044,2,0,64,72,,,,,,,,,"7/13/2026 4:11:52 PM","Unwinder Material Tension","HMI_Connection_2"
46216674903.044,2,1,64,132,,,,,,,,,"7/13/2026 4:11:52 PM","Feeder material to start position","HMI_Connection_2"
46216674925.7986,2,0,64,132,,,,,,,,,"7/13/2026 4:11:54 PM","Feeder material to start position","HMI_Connection_2"
46216674937.3843,2,0,64,36,,,,,,,,,"7/13/2026 4:11:55 PM","Wagon to start position","HMI_Connection_2"
46216674937.3843,2,0,64,112,,,,,,,,,"7/13/2026 4:11:55 PM","Lowering Pallet","HMI_Connection_2"
46216674937.3843,2,1,64,74,"688","235",,,,,,,"7/13/2026 4:11:55 PM","Deployment in Progress - Layer Nr. 688 Matt. No.235","HMI_Connection_2"
46216674960.5208,2,0,64,74,"688","235",,,,,,,"7/13/2026 4:11:57 PM","Deployment in Progress - Layer Nr. 688 Matt. No.235","HMI_Connection_2"
46216675041.5509,2,1,64,149,,,,,,,,,"7/13/2026 4:12:04 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675065.1042,2,1,64,150,,,,,,,,,"7/13/2026 4:12:06 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675082.4884,2,1,65,2000,"689","690",,,,,,,"7/13/2026 4:12:07 PM","Layer Nr:689 Next Layer Nr : 690  ","<internal>"
46216675088.2639,2,0,64,149,,,,,,,,,"7/13/2026 4:12:08 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675088.2639,2,0,64,150,,,,,,,,,"7/13/2026 4:12:08 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675088.2639,2,1,64,37,,,,,,,,,"7/13/2026 4:12:08 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675088.2639,2,1,64,72,,,,,,,,,"7/13/2026 4:12:08 PM","Unwinder Material Tension","HMI_Connection_2"
46216675099.8148,2,1,64,36,,,,,,,,,"7/13/2026 4:12:09 PM","Wagon to start position","HMI_Connection_2"
46216675123.0093,2,0,64,37,,,,,,,,,"7/13/2026 4:12:11 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675123.0093,2,0,64,72,,,,,,,,,"7/13/2026 4:12:11 PM","Unwinder Material Tension","HMI_Connection_2"
46216675134.1435,2,1,64,74,"689","234",,,,,,,"7/13/2026 4:12:12 PM","Deployment in Progress - Layer Nr. 689 Matt. No.234","HMI_Connection_2"
46216675145.7292,2,0,64,36,,,,,,,,,"7/13/2026 4:12:13 PM","Wagon to start position","HMI_Connection_2"
46216675180.4514,2,0,64,74,"689","234",,,,,,,"7/13/2026 4:12:16 PM","Deployment in Progress - Layer Nr. 689 Matt. No.234","HMI_Connection_2"
46216675203.5995,2,1,64,149,,,,,,,,,"7/13/2026 4:12:18 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675227.1875,2,1,64,150,,,,,,,,,"7/13/2026 4:12:20 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675250.1389,2,0,64,149,,,,,,,,,"7/13/2026 4:12:22 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675250.1389,2,0,64,150,,,,,,,,,"7/13/2026 4:12:22 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675251.1111,2,0,65,2000,"689","690",,,,,,,"7/13/2026 4:12:22 PM","Layer Nr:689 Next Layer Nr : 690  ","<internal>"
46216675261.875,2,1,64,37,,,,,,,,,"7/13/2026 4:12:23 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675261.875,2,1,64,72,,,,,,,,,"7/13/2026 4:12:23 PM","Unwinder Material Tension","HMI_Connection_2"
46216675273.0324,2,1,64,112,,,,,,,,,"7/13/2026 4:12:24 PM","Lowering Pallet","HMI_Connection_2"
46216675285,2,1,64,36,,,,,,,,,"7/13/2026 4:12:25 PM","Wagon to start position","HMI_Connection_2"
46216675285,2,1,64,132,,,,,,,,,"7/13/2026 4:12:25 PM","Feeder material to start position","HMI_Connection_2"
46216675296.5972,2,0,64,37,,,,,,,,,"7/13/2026 4:12:26 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675296.5972,2,0,64,72,,,,,,,,,"7/13/2026 4:12:26 PM","Unwinder Material Tension","HMI_Connection_2"
46216675307.7546,2,0,64,132,,,,,,,,,"7/13/2026 4:12:27 PM","Feeder material to start position","HMI_Connection_2"
46216675319.3403,2,0,64,36,,,,,,,,,"7/13/2026 4:12:28 PM","Wagon to start position","HMI_Connection_2"
46216675319.3403,2,0,64,112,,,,,,,,,"7/13/2026 4:12:28 PM","Lowering Pallet","HMI_Connection_2"
46216675319.3403,2,1,64,74,"690","233",,,,,,,"7/13/2026 4:12:28 PM","Deployment in Progress - Layer Nr. 690 Matt. No.233","HMI_Connection_2"
46216675354.0741,2,0,64,74,"690","233",,,,,,,"7/13/2026 4:12:31 PM","Deployment in Progress - Layer Nr. 690 Matt. No.233","HMI_Connection_2"
46216675388.7731,2,1,64,149,,,,,,,,,"7/13/2026 4:12:34 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675412.3264,2,1,64,150,,,,,,,,,"7/13/2026 4:12:36 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675429.7338,2,1,65,2000,"691","692",,,,,,,"7/13/2026 4:12:37 PM","Layer Nr:691 Next Layer Nr : 692  ","<internal>"
46216675435.4977,2,0,64,149,,,,,,,,,"7/13/2026 4:12:38 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675435.4977,2,0,64,150,,,,,,,,,"7/13/2026 4:12:38 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675435.4977,2,1,64,37,,,,,,,,,"7/13/2026 4:12:38 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675435.4977,2,1,64,72,,,,,,,,,"7/13/2026 4:12:38 PM","Unwinder Material Tension","HMI_Connection_2"
46216675447.0486,2,1,64,36,,,,,,,,,"7/13/2026 4:12:39 PM","Wagon to start position","HMI_Connection_2"
46216675470.2431,2,0,64,37,,,,,,,,,"7/13/2026 4:12:41 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675470.2431,2,0,64,72,,,,,,,,,"7/13/2026 4:12:41 PM","Unwinder Material Tension","HMI_Connection_2"
46216675481.3773,2,1,64,74,"691","232",,,,,,,"7/13/2026 4:12:42 PM","Deployment in Progress - Layer Nr. 691 Matt. No.232","HMI_Connection_2"
46216675504.537,2,0,64,36,,,,,,,,,"7/13/2026 4:12:44 PM","Wagon to start position","HMI_Connection_2"
46216675527.6736,2,0,64,74,"691","232",,,,,,,"7/13/2026 4:12:46 PM","Deployment in Progress - Layer Nr. 691 Matt. No.232","HMI_Connection_2"
46216675550.8333,2,1,64,149,,,,,,,,,"7/13/2026 4:12:48 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675573.9931,2,1,64,150,,,,,,,,,"7/13/2026 4:12:50 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675597.5463,2,0,64,149,,,,,,,,,"7/13/2026 4:12:52 PM","Cutting Unit - Cut startet","HMI_Connection_2"
46216675597.5463,2,0,64,150,,,,,,,,,"7/13/2026 4:12:52 PM","Cutting Unit - Cut finished","HMI_Connection_2"
46216675609.1088,2,1,64,37,,,,,,,,,"7/13/2026 4:12:53 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675609.1088,2,1,64,72,,,,,,,,,"7/13/2026 4:12:53 PM","Unwinder Material Tension","HMI_Connection_2"
46216675610.081,2,0,65,2000,"692","693",,,,,,,"7/13/2026 4:12:53 PM","Layer Nr:692 Next Layer Nr : 693  ","<internal>"
46216675632.3032,2,1,64,36,,,,,,,,,"7/13/2026 4:12:55 PM","Wagon to start position","HMI_Connection_2"
46216675632.3032,2,1,64,112,,,,,,,,,"7/13/2026 4:12:55 PM","Lowering Pallet","HMI_Connection_2"
46216675632.3032,2,1,64,132,,,,,,,,,"7/13/2026 4:12:55 PM","Feeder material to start position","HMI_Connection_2"
46216675643.831,2,0,64,37,,,,,,,,,"7/13/2026 4:12:56 PM","Wagon waiting for Feeder","HMI_Connection_2"
46216675643.831,2,0,64,72,,,,,,,,,"7/13/2026 4:12:56 PM","Unwinder Material Tension","HMI_Connection_2"
46216675666.5741,2,0,64,132,,,,,,,,,"7/13/2026 4:12:58 PM","Feeder material to start position","HMI_Connection_2"
46216675666.5741,2,1,64,74,"692","231",,,,,,,"7/13/2026 4:12:58 PM","Deployment in Progress - Layer Nr. 692 Matt. No.231","HMI_Connection_2"
46216675678.1597,2,0,64,36,,,,,,,,,"7/13/2026 4:12:59 PM","Wagon to start position","HMI_Connection_2"
