"Time_ms","MsgProc","StateAfter","MsgClass","MsgNumber","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","TimeString","MsgText","PLC"
46241424657.5695,2,1,64,150,,,,,,,,,"07-Aug-26 10:11:30","Cutting completed","Connection_2"
46241424681.412,2,0,64,149,,,,,,,,,"07-Aug-26 10:11:32","Cutting","Connection_2"
46241424681.412,2,0,64,150,,,,,,,,,"07-Aug-26 10:11:32","Cutting completed","Connection_2"
46241424715.625,2,1,64,37,,,,,,,,,"07-Aug-26 10:11:35","Wagon waiting for Feeder","Connection_2"
46241424715.625,2,1,64,72,,,,,,,,,"07-Aug-26 10:11:35","Unwinder Material Tension","Connection_2"
46241424727.8009,2,1,64,36,,,,,,,,,"07-Aug-26 10:11:36","Wagon to start position","Connection_2"
46241424763.2639,2,0,64,37,,,,,,,,,"07-Aug-26 10:11:40","Wagon waiting for Feeder","Connection_2"
46241424763.2639,2,0,64,72,,,,,,,,,"07-Aug-26 10:11:40","Unwinder Material Tension","Connection_2"
46241424797.4421,2,0,64,36,,,,,,,,,"07-Aug-26 10:11:42","Wagon to start position","Connection_2"
46241424820.1157,2,1,64,37,,,,,,,,,"07-Aug-26 10:11:44","Wagon waiting for Feeder","Connection_2"
46241424820.1157,2,1,64,74,"13","5","1365","276",,,,,"07-Aug-26 10:11:44","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1365 Matt Nr: 276","Connection_2"
46241424854.9537,2,0,64,37,,,,,,,,,"07-Aug-26 10:11:47","Wagon waiting for Feeder","Connection_2"
46241424854.9537,2,0,64,74,"13","5","1365","276",,,,,"07-Aug-26 10:11:47","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1365 Matt Nr: 276","Connection_2"
46241425122.0718,2,1,64,149,,,,,,,,,"07-Aug-26 10:12:11","Cutting","Connection_2"
46241425156.875,2,1,64,150,,,,,,,,,"07-Aug-26 10:12:14","Cutting completed","Connection_2"
46241425180.0926,2,0,64,149,,,,,,,,,"07-Aug-26 10:12:16","Cutting","Connection_2"
46241425180.0926,2,0,64,150,,,,,,,,,"07-Aug-26 10:12:16","Cutting completed","Connection_2"
46241425214.9769,2,1,64,37,,,,,,,,,"07-Aug-26 10:12:19","Wagon waiting for Feeder","Connection_2"
46241425214.9769,2,1,64,72,,,,,,,,,"07-Aug-26 10:12:19","Unwinder Material Tension","Connection_2"
46241425238.1713,2,0,64,37,,,,,,,,,"07-Aug-26 10:12:21","Wagon waiting for Feeder","Connection_2"
46241425238.1713,2,0,64,72,,,,,,,,,"07-Aug-26 10:12:21","Unwinder Material Tension","Connection_2"
46241425238.1713,2,1,64,112,,,,,,,,,"07-Aug-26 10:12:21","Lowering Pallet","Connection_2"
46241425250.9607,2,1,64,36,,,,,,,,,"07-Aug-26 10:12:22","Wagon to start position","Connection_2"
46241425274.294,2,0,64,112,,,,,,,,,"07-Aug-26 10:12:24","Lowering Pallet","Connection_2"
46241425319.4676,2,0,64,36,,,,,,,,,"07-Aug-26 10:12:28","Wagon to start position","Connection_2"
46241425319.4676,2,1,64,37,,,,,,,,,"07-Aug-26 10:12:28","Wagon waiting for Feeder","Connection_2"
46241425319.4676,2,1,64,74,"13","5","1366","275",,,,,"07-Aug-26 10:12:28","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1366 Matt Nr: 275","Connection_2"
46241425342.662,2,0,64,37,,,,,,,,,"07-Aug-26 10:12:30","Wagon waiting for Feeder","Connection_2"
46241425342.662,2,0,64,74,"13","5","1366","275",,,,,"07-Aug-26 10:12:30","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1366 Matt Nr: 275","Connection_2"
46241425656.088,2,1,64,149,,,,,,,,,"07-Aug-26 10:12:57","Cutting","Connection_2"
46241425679.294,2,1,64,150,,,,,,,,,"07-Aug-26 10:12:59","Cutting completed","Connection_2"
46241425703.1019,2,0,64,149,,,,,,,,,"07-Aug-26 10:13:01","Cutting","Connection_2"
46241425703.1019,2,0,64,150,,,,,,,,,"07-Aug-26 10:13:01","Cutting completed","Connection_2"
46241425737.3495,2,1,64,37,,,,,,,,,"07-Aug-26 10:13:04","Wagon waiting for Feeder","Connection_2"
46241425737.3495,2,1,64,72,,,,,,,,,"07-Aug-26 10:13:04","Unwinder Material Tension","Connection_2"
46241425761.3426,2,1,64,36,,,,,,,,,"07-Aug-26 10:13:06","Wagon to start position","Connection_2"
46241425784.8611,2,0,64,37,,,,,,,,,"07-Aug-26 10:13:08","Wagon waiting for Feeder","Connection_2"
46241425784.8611,2,0,64,72,,,,,,,,,"07-Aug-26 10:13:08","Unwinder Material Tension","Connection_2"
46241425830.6945,2,0,64,36,,,,,,,,,"07-Aug-26 10:13:12","Wagon to start position","Connection_2"
46241425853.4606,2,1,64,37,,,,,,,,,"07-Aug-26 10:13:14","Wagon waiting for Feeder","Connection_2"
46241425853.4606,2,1,64,74,"13","5","1367","274",,,,,"07-Aug-26 10:13:14","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1367 Matt Nr: 274","Connection_2"
46241425876.6898,2,0,64,37,,,,,,,,,"07-Aug-26 10:13:16","Wagon waiting for Feeder","Connection_2"
46241425876.6898,2,0,64,74,"13","5","1367","274",,,,,"07-Aug-26 10:13:16","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1367 Matt Nr: 274","Connection_2"
46241426143.669,2,1,64,149,,,,,,,,,"07-Aug-26 10:13:39","Cutting","Connection_2"
46241426178.4954,2,1,64,150,,,,,,,,,"07-Aug-26 10:13:42","Cutting completed","Connection_2"
46241426201.7361,2,0,64,149,,,,,,,,,"07-Aug-26 10:13:44","Cutting","Connection_2"
46241426201.7361,2,0,64,150,,,,,,,,,"07-Aug-26 10:13:44","Cutting completed","Connection_2"
46241426236.6204,2,1,64,37,,,,,,,,,"07-Aug-26 10:13:47","Wagon waiting for Feeder","Connection_2"
46241426236.6204,2,1,64,72,,,,,,,,,"07-Aug-26 10:13:47","Unwinder Material Tension","Connection_2"
46241426259.838,2,0,64,37,,,,,,,,,"07-Aug-26 10:13:49","Wagon waiting for Feeder","Connection_2"
46241426259.838,2,0,64,72,,,,,,,,,"07-Aug-26 10:13:49","Unwinder Material Tension","Connection_2"
46241426259.838,2,1,64,112,,,,,,,,,"07-Aug-26 10:13:49","Lowering Pallet","Connection_2"
46241426272.3611,2,1,64,36,,,,,,,,,"07-Aug-26 10:13:50","Wagon to start position","Connection_2"
46241426295.8796,2,0,64,112,,,,,,,,,"07-Aug-26 10:13:52","Lowering Pallet","Connection_2"
46241426341.1343,2,0,64,36,,,,,,,,,"07-Aug-26 10:13:56","Wagon to start position","Connection_2"
46241426341.1343,2,1,64,37,,,,,,,,,"07-Aug-26 10:13:56","Wagon waiting for Feeder","Connection_2"
46241426341.1343,2,1,64,74,"13","5","1368","273",,,,,"07-Aug-26 10:13:56","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1368 Matt Nr: 273","Connection_2"
46241426375.9144,2,0,64,37,,,,,,,,,"07-Aug-26 10:13:59","Wagon waiting for Feeder","Connection_2"
46241426375.9144,2,0,64,74,"13","5","1368","273",,,,,"07-Aug-26 10:13:59","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1368 Matt Nr: 273","Connection_2"
46241426677.7546,2,1,64,149,,,,,,,,,"07-Aug-26 10:14:25","Cutting","Connection_2"
46241426712.7894,2,1,64,150,,,,,,,,,"07-Aug-26 10:14:28","Cutting completed","Connection_2"
46241426736.4005,2,0,64,149,,,,,,,,,"07-Aug-26 10:14:30","Cutting","Connection_2"
46241426736.4005,2,0,64,150,,,,,,,,,"07-Aug-26 10:14:30","Cutting completed","Connection_2"
46241426770.5903,2,1,64,37,,,,,,,,,"07-Aug-26 10:14:33","Wagon waiting for Feeder","Connection_2"
46241426770.5903,2,1,64,72,,,,,,,,,"07-Aug-26 10:14:33","Unwinder Material Tension","Connection_2"
46241426783.3449,2,1,64,36,,,,,,,,,"07-Aug-26 10:14:34","Wagon to start position","Connection_2"
46241426806.4931,2,0,64,37,,,,,,,,,"07-Aug-26 10:14:36","Wagon waiting for Feeder","Connection_2"
46241426806.4931,2,0,64,72,,,,,,,,,"07-Aug-26 10:14:36","Unwinder Material Tension","Connection_2"
46241426852.419,2,0,64,36,,,,,,,,,"07-Aug-26 10:14:40","Wagon to start position","Connection_2"
46241426875.1273,2,1,64,37,,,,,,,,,"07-Aug-26 10:14:42","Wagon waiting for Feeder","Connection_2"
46241426875.1273,2,1,64,74,"13","5","1369","272",,,,,"07-Aug-26 10:14:42","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1369 Matt Nr: 272","Connection_2"
46241426898.3565,2,0,64,37,,,,,,,,,"07-Aug-26 10:14:44","Wagon waiting for Feeder","Connection_2"
46241426898.3565,2,0,64,74,"13","5","1369","272",,,,,"07-Aug-26 10:14:44","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1369 Matt Nr: 272","Connection_2"
46241427176.875,2,1,64,149,,,,,,,,,"07-Aug-26 10:15:08","Cutting","Connection_2"
46241427211.6667,2,1,64,150,,,,,,,,,"07-Aug-26 10:15:11","Cutting completed","Connection_2"
46241427234.8611,2,0,64,149,,,,,,,,,"07-Aug-26 10:15:13","Cutting","Connection_2"
46241427234.8611,2,0,64,150,,,,,,,,,"07-Aug-26 10:15:13","Cutting completed","Connection_2"
46241427269.6759,2,1,64,37,,,,,,,,,"07-Aug-26 10:15:16","Wagon waiting for Feeder","Connection_2"
46241427269.6759,2,1,64,72,,,,,,,,,"07-Aug-26 10:15:16","Unwinder Material Tension","Connection_2"
46241427292.9051,2,0,64,37,,,,,,,,,"07-Aug-26 10:15:18","Wagon waiting for Feeder","Connection_2"
46241427292.9051,2,0,64,72,,,,,,,,,"07-Aug-26 10:15:18","Unwinder Material Tension","Connection_2"
46241427292.9051,2,1,64,112,,,,,,,,,"07-Aug-26 10:15:18","Lowering Pallet","Connection_2"
46241427305.6597,2,1,64,36,,,,,,,,,"07-Aug-26 10:15:19","Wagon to start position","Connection_2"
46241427339.919,2,0,64,112,,,,,,,,,"07-Aug-26 10:15:22","Lowering Pallet","Connection_2"
46241427374.1667,2,0,64,36,,,,,,,,,"07-Aug-26 10:15:25","Wagon to start position","Connection_2"
46241427374.1667,2,1,64,37,,,,,,,,,"07-Aug-26 10:15:25","Wagon waiting for Feeder","Connection_2"
46241427374.1667,2,1,64,74,"13","5","1370","271",,,,,"07-Aug-26 10:15:25","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1370 Matt Nr: 271","Connection_2"
46241427397.4074,2,0,64,37,,,,,,,,,"07-Aug-26 10:15:27","Wagon waiting for Feeder","Connection_2"
46241427397.4074,2,0,64,74,"13","5","1370","271",,,,,"07-Aug-26 10:15:27","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1370 Matt Nr: 271","Connection_2"
46241427722.4653,2,1,64,149,,,,,,,,,"07-Aug-26 10:15:55","Cutting","Connection_2"
46241427757.8356,2,1,64,150,,,,,,,,,"07-Aug-26 10:15:58","Cutting completed","Connection_2"
46241427780.8565,2,0,64,149,,,,,,,,,"07-Aug-26 10:16:00","Cutting","Connection_2"
46241427780.8565,2,0,64,150,,,,,,,,,"07-Aug-26 10:16:00","Cutting completed","Connection_2"
46241427803.7731,2,1,64,37,,,,,,,,,"07-Aug-26 10:16:02","Wagon waiting for Feeder","Connection_2"
46241427803.7731,2,1,64,72,,,,,,,,,"07-Aug-26 10:16:02","Unwinder Material Tension","Connection_2"
46241427828.125,2,1,64,36,,,,,,,,,"07-Aug-26 10:16:04","Wagon to start position","Connection_2"
46241427851.4468,2,0,64,37,,,,,,,,,"07-Aug-26 10:16:06","Wagon waiting for Feeder","Connection_2"
46241427851.4468,2,0,64,72,,,,,,,,,"07-Aug-26 10:16:06","Unwinder Material Tension","Connection_2"
46241427897.2917,2,0,64,36,,,,,,,,,"07-Aug-26 10:16:10","Wagon to start position","Connection_2"
46241427919.919,2,1,64,37,,,,,,,,,"07-Aug-26 10:16:12","Wagon waiting for Feeder","Connection_2"
46241427919.919,2,1,64,74,"13","5","1371","270",,,,,"07-Aug-26 10:16:12","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1371 Matt Nr: 270","Connection_2"
46241427943.125,2,0,64,37,,,,,,,,,"07-Aug-26 10:16:14","Wagon waiting for Feeder","Connection_2"
46241427943.125,2,0,64,74,"13","5","1371","270",,,,,"07-Aug-26 10:16:14","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1371 Matt Nr: 270","Connection_2"
46241428256.6551,2,1,64,149,,,,,,,,,"07-Aug-26 10:16:41","Cutting","Connection_2"
46241428279.8727,2,1,64,150,,,,,,,,,"07-Aug-26 10:16:43","Cutting completed","Connection_2"
46241428303.6806,2,0,64,149,,,,,,,,,"07-Aug-26 10:16:45","Cutting","Connection_2"
46241428303.6806,2,0,64,150,,,,,,,,,"07-Aug-26 10:16:45","Cutting completed","Connection_2"
46241428337.9398,2,1,64,37,,,,,,,,,"07-Aug-26 10:16:48","Wagon waiting for Feeder","Connection_2"
46241428337.9398,2,1,64,72,,,,,,,,,"07-Aug-26 10:16:48","Unwinder Material Tension","Connection_2"
46241428361.169,2,0,64,37,,,,,,,,,"07-Aug-26 10:16:50","Wagon waiting for Feeder","Connection_2"
46241428361.169,2,0,64,72,,,,,,,,,"07-Aug-26 10:16:50","Unwinder Material Tension","Connection_2"
46241428361.169,2,1,64,112,,,,,,,,,"07-Aug-26 10:16:50","Lowering Pallet","Connection_2"
46241428397.1991,2,1,64,36,,,,,,,,,"07-Aug-26 10:16:54","Wagon to start position","Connection_2"
46241428397.1991,2,0,64,112,,,,,,,,,"07-Aug-26 10:16:54","Lowering Pallet","Connection_2"
46241428442.4537,2,0,64,36,,,,,,,,,"07-Aug-26 10:16:57","Wagon to start position","Connection_2"
46241428442.4537,2,1,64,37,,,,,,,,,"07-Aug-26 10:16:57","Wagon waiting for Feeder","Connection_2"
46241428442.4537,2,1,64,74,"13","5","1372","269",,,,,"07-Aug-26 10:16:57","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1372 Matt Nr: 269","Connection_2"
46241428477.3148,2,0,64,37,,,,,,,,,"07-Aug-26 10:17:00","Wagon waiting for Feeder","Connection_2"
46241428500.5556,2,0,64,74,"13","5","1372","269",,,,,"07-Aug-26 10:17:02","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1372 Matt Nr: 269","Connection_2"
46241428837.3611,2,1,64,149,,,,,,,,,"07-Aug-26 10:17:32","Cutting","Connection_2"
46241428872.1759,2,1,64,150,,,,,,,,,"07-Aug-26 10:17:35","Cutting completed","Connection_2"
46241428895.3935,2,0,64,149,,,,,,,,,"07-Aug-26 10:17:37","Cutting","Connection_2"
46241428895.3935,2,0,64,150,,,,,,,,,"07-Aug-26 10:17:37","Cutting completed","Connection_2"
46241428930.2083,2,1,64,37,,,,,,,,,"07-Aug-26 10:17:40","Wagon waiting for Feeder","Connection_2"
46241428930.2083,2,1,64,72,,,,,,,,,"07-Aug-26 10:17:40","Unwinder Material Tension","Connection_2"
46241428942.7662,2,1,64,36,,,,,,,,,"07-Aug-26 10:17:41","Wagon to start position","Connection_2"
46241428966.2963,2,0,64,37,,,,,,,,,"07-Aug-26 10:17:43","Wagon waiting for Feeder","Connection_2"
46241428966.2963,2,0,64,72,,,,,,,,,"07-Aug-26 10:17:43","Unwinder Material Tension","Connection_2"
46241429012.1181,2,0,64,36,,,,,,,,,"07-Aug-26 10:17:47","Wagon to start position","Connection_2"
46241429034.6875,2,1,64,37,,,,,,,,,"07-Aug-26 10:17:49","Wagon waiting for Feeder","Connection_2"
46241429034.6875,2,1,64,74,"13","5","1373","268",,,,,"07-Aug-26 10:17:49","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1373 Matt Nr: 268","Connection_2"
46241429057.9051,2,0,64,37,,,,,,,,,"07-Aug-26 10:17:51","Wagon waiting for Feeder","Connection_2"
46241429057.9051,2,0,64,74,"13","5","1373","268",,,,,"07-Aug-26 10:17:51","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1373 Matt Nr: 268","Connection_2"
46241429988.7269,2,0,65,1144,,,,,,,,,"07-Aug-26 10:19:11","Unwinder 4 Run dry","Connection_1"
46241430051.9329,2,1,65,1144,,,,,,,,,"07-Aug-26 10:19:16","Unwinder 4 Run dry","Connection_1"
46241430086.1921,2,0,65,1144,,,,,,,,,"07-Aug-26 10:19:19","Unwinder 4 Run dry","Connection_1"
46241430135.1505,2,1,65,1144,,,,,,,,,"07-Aug-26 10:19:24","Unwinder 4 Run dry","Connection_1"
46241430160.3472,2,1,65,1007,,,,,,,,,"07-Aug-26 10:19:26","Stop","Connection_1"
46241430690.625,2,0,65,1006,,,,,,,,,"07-Aug-26 10:20:12","Start","Connection_1"
46241430756.4352,2,0,65,1003,"1373",,,,,,,,"07-Aug-26 10:20:17","Start Layer - Nr: 1373","Connection_1"
46241430973.9005,2,1,64,149,,,,,,,,,"07-Aug-26 10:20:36","Cutting","Connection_2"
46241431008.7269,2,1,64,150,,,,,,,,,"07-Aug-26 10:20:39","Cutting completed","Connection_2"
46241431031.9792,2,0,64,149,,,,,,,,,"07-Aug-26 10:20:41","Cutting","Connection_2"
46241431031.9792,2,0,64,150,,,,,,,,,"07-Aug-26 10:20:41","Cutting completed","Connection_2"
46241431066.8171,2,1,64,37,,,,,,,,,"07-Aug-26 10:20:44","Wagon waiting for Feeder","Connection_2"
46241431066.8171,2,1,64,72,,,,,,,,,"07-Aug-26 10:20:44","Unwinder Material Tension","Connection_2"
46241431090.6134,2,1,64,36,,,,,,,,,"07-Aug-26 10:20:46","Wagon to start position","Connection_2"
46241431090.6134,2,0,64,37,,,,,,,,,"07-Aug-26 10:20:46","Wagon waiting for Feeder","Connection_2"
46241431090.6134,2,0,64,72,,,,,,,,,"07-Aug-26 10:20:46","Unwinder Material Tension","Connection_2"
46241431090.6134,2,1,64,112,,,,,,,,,"07-Aug-26 10:20:46","Lowering Pallet","Connection_2"
46241431137.1065,2,0,64,36,,,,,,,,,"07-Aug-26 10:20:50","Wagon to start position","Connection_2"
46241431137.1065,2,0,64,112,,,,,,,,,"07-Aug-26 10:20:50","Lowering Pallet","Connection_2"
46241431252.662,2,1,64,37,,,,,,,,,"07-Aug-26 10:21:00","Wagon waiting for Feeder","Connection_2"
46241431252.662,2,1,64,74,"13","5","1374","267",,,,,"07-Aug-26 10:21:00","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1374 Matt Nr: 267","Connection_2"
46241431275.8912,2,0,64,37,,,,,,,,,"07-Aug-26 10:21:02","Wagon waiting for Feeder","Connection_2"
46241431299.1319,2,0,64,74,"13","5","1374","267",,,,,"07-Aug-26 10:21:04","Deployment in Progress - Pallet Nr: 13 Pallet Type: 5 Layer Nr: 1374 Matt Nr: 267","Connection_2"
46241431651.9329,2,0,65,1144,,,,,,,,,"07-Aug-26 10:21:35","Unwinder 4 Run dry","Connection_1"
46241431717.6968,2,0,65,1007,,,,,,,,,"07-Aug-26 10:21:40","Stop","Connection_1"
46241431760.544,2,1,65,1006,,,,,,,,,"07-Aug-26 10:21:44","Start","Connection_1"
46241431765.8681,2,0,65,1004,"1374",,,,,,,,"07-Aug-26 10:21:45","Abort layer - Nr: 1374","Connection_1"
46241431769.9537,2,1,65,1005,"0",,,,,,,,"07-Aug-26 10:21:45","Repeat lag - Nr: 0","Connection_1"
46241431775.2894,2,1,64,113,,,,,,,,,"07-Aug-26 10:21:45","Abort Layer active, press start to finish","Connection_2"
46241431775.2894,2,1,64,33,,,,,,,,,"07-Aug-26 10:21:45","Repeat Layer Started","Connection_2"
46241431780.7292,2,1,65,1143,,,,,,,,,"07-Aug-26 10:21:46","Unwinder 4 Unload","Connection_1"
46241431786.8982,2,1,64,128,,,,,,,,,"07-Aug-26 10:21:46","Unloading ended","Connection_2"
46241431798.5185,2,0,64,113,,,,,,,,,"07-Aug-26 10:21:47","Abort Layer active, press start to finish","Connection_2"
46241431810.1273,2,0,64,33,,,,,,,,,"07-Aug-26 10:21:48","Repeat Layer Started","Connection_2"
46241431833.3565,2,0,64,128,,,,,,,,,"07-Aug-26 10:21:50","Unloading ended","Connection_2"
46241432112.1181,2,1,64,129,,,,,,,,,"07-Aug-26 10:22:14","Unloading started","Connection_2"
46241432135.3241,2,0,64,129,,,,,,,,,"07-Aug-26 10:22:16","Unloading started","Connection_2"
46241435258.7847,2,0,65,1006,,,,,,,,,"07-Aug-26 10:26:46","Start","Connection_1"
46241446733.1829,2,0,65,1142,,,,,,,,,"07-Aug-26 10:43:18","Unwinder 4 Load","Connection_1"
46241446743.2523,2,1,64,126,,,,,,,,,"07-Aug-26 10:43:19","Loading starting","Connection_2"
46241446777.5,2,0,64,126,,,,,,,,,"07-Aug-26 10:43:22","Loading starting","Connection_2"
46241446911.9329,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:33","Unwinder 4 Unload","Connection_1"
46241446914.1782,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:33","Unwinder 4 Unload","Connection_1"
46241446940.9722,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:36","Unwinder 4 Unload","Connection_1"
46241446943.0208,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:36","Unwinder 4 Unload","Connection_1"
46241446946.8519,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:36","Unwinder 4 Unload","Connection_1"
46241446948.8194,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:36","Unwinder 4 Unload","Connection_1"
46241446950.7292,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:37","Unwinder 4 Unload","Connection_1"
46241446952.2107,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:37","Unwinder 4 Unload","Connection_1"
46241446954.0857,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:37","Unwinder 4 Unload","Connection_1"
46241446957.9514,2,1,65,1133,,,,,,,,,"07-Aug-26 10:43:37","Unwinder 3 Unload","Connection_1"
46241446959.9421,2,0,65,1133,,,,,,,,,"07-Aug-26 10:43:37","Unwinder 3 Unload","Connection_1"
46241446961.4352,2,0,65,1132,,,,,,,,,"07-Aug-26 10:43:37","Unwinder 3 Load","Connection_1"
46241446963.5995,2,1,65,1132,,,,,,,,,"07-Aug-26 10:43:38","Unwinder 3 Load","Connection_1"
46241446966.0301,2,1,65,1133,,,,,,,,,"07-Aug-26 10:43:38","Unwinder 3 Unload","Connection_1"
46241446968.6111,2,0,65,1133,,,,,,,,,"07-Aug-26 10:43:38","Unwinder 3 Unload","Connection_1"
46241446976.3194,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:39","Unwinder 4 Unload","Connection_1"
46241446978.2639,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:39","Unwinder 4 Unload","Connection_1"
46241446980.5556,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:39","Unwinder 4 Unload","Connection_1"
46241446982.5347,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:39","Unwinder 4 Unload","Connection_1"
46241446984.6065,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:39","Unwinder 4 Unload","Connection_1"
46241446986.0417,2,1,64,127,,,,,,,,,"07-Aug-26 10:43:40","Loading ended","Connection_2"
46241446986.5972,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:40","Unwinder 4 Unload","Connection_1"
46241446988.6921,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:40","Unwinder 4 Unload","Connection_1"
46241446990.7639,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:40","Unwinder 4 Unload","Connection_1"
46241446992.6968,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:40","Unwinder 4 Unload","Connection_1"
46241446994.5718,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:40","Unwinder 4 Unload","Connection_1"
46241446996.6782,2,1,65,1143,,,,,,,,,"07-Aug-26 10:43:41","Unwinder 4 Unload","Connection_1"
46241446998.8773,2,0,65,1143,,,,,,,,,"07-Aug-26 10:43:41","Unwinder 4 Unload","Connection_1"
46241447020.9259,2,0,64,127,,,,,,,,,"07-Aug-26 10:43:43","Loading ended","Connection_2"
46241447088.5995,2,1,65,1141,,,,,,,,,"07-Aug-26 10:43:48","Unwinder 4 Backward","Connection_1"
46241447145.3472,2,0,65,1141,,,,,,,,,"07-Aug-26 10:43:53","Unwinder 4 Backward","Connection_1"
46241447219.2477,2,0,65,1140,,,,,,,,,"07-Aug-26 10:44:00","Unwinder 4 Forward","Connection_1"
46241447221.5741,2,1,65,1140,,,,,,,,,"07-Aug-26 10:44:00","Unwinder 4 Forward","Connection_1"
46241447278.4259,2,0,65,1140,,,,,,,,,"07-Aug-26 10:44:05","Unwinder 4 Forward","Connection_1"
46241447330.1389,2,1,65,1140,,,,,,,,,"07-Aug-26 10:44:09","Unwinder 4 Forward","Connection_1"
46241447441.7593,2,1,65,1141,,,,,,,,,"07-Aug-26 10:44:19","Unwinder 4 Backward","Connection_1"
46241447479.8611,2,0,65,1140,,,,,,,,,"07-Aug-26 10:44:22","Unwinder 4 Forward","Connection_1"
46241447508.2523,2,0,65,1002,,,,,,,,,"07-Aug-26 10:44:25","Acknowledge material present","Connection_1"
46241447560.6019,2,1,65,1142,,,,,,,,,"07-Aug-26 10:44:29","Unwinder 4 Load","Connection_1"
46241447566.713,2,1,64,126,,,,,,,,,"07-Aug-26 10:44:30","Loading starting","Connection_2"
46241447601.5741,2,0,64,126,,,,,,,,,"07-Aug-26 10:44:33","Loading starting","Connection_2"
46241447926.7361,2,1,64,149,,,,,,,,,"07-Aug-26 10:45:01","Cutting","Connection_2"
46241447961.5278,2,1,64,150,,,,,,,,,"07-Aug-26 10:45:04","Cutting completed","Connection_2"
46241447973.7269,2,1,64,127,,,,,,,,,"07-Aug-26 10:45:05","Loading ended","Connection_2"
46241447985.3009,2,0,64,149,,,,,,,,,"07-Aug-26 10:45:06","Cutting","Connection_2"
46241447985.3009,2,0,64,150,,,,,,,,,"07-Aug-26 10:45:06","Cutting completed","Connection_2"
46241447996.3542,2,0,64,127,,,,,,,,,"07-Aug-26 10:45:07","Loading ended","Connection_2"
46241448453.1829,2,1,65,1006,,,,,,,,,"07-Aug-26 10:45:46","Start","Connection_1"
46241448499.4676,2,1,65,1003,"0",,,,,,,,"07-Aug-26 10:45:50","Start Layer - Nr: 0","Connection_1"
46241448507.1065,2,1,64,33,,,,,,,,,"07-Aug-26 10:45:51","Repeat Layer Started","Connection_2"
46241448518.7037,2,1,64,37,,,,,,,,,"07-Aug-26 10:45:52","Wagon waiting for Feeder","Connection_2"
46241448518.7037,2,1,64,72,,,,,,,,,"07-Aug-26 10:45:52","Unwinder Material Tension","Connection_2"
46241448543.2755,2,0,64,33,,,,,,,,,"07-Aug-26 10:45:54","Repeat Layer Started","Connection_2"
46241448543.2755,2,1,64,36,,,,,,,,,"07-Aug-26 10:45:54","Wagon to start position","Connection_2"
46241448543.2755,2,1,64,112,,,,,,,,,"07-Aug-26 10:45:54","Lowering Pallet","Connection_2"
46241448565.6713,2,0,64,37,,,,,,,,,"07-Aug-26 10:45:56","Wagon waiting for Feeder","Connection_2"
46241448565.6713,2,0,64,72,,,,,,,,,"07-Aug-26 10:45:56","Unwinder Material Tension","Connection_2"
46241448600.0463,2,0,64,36,,,,,,,,,"07-Aug-26 10:45:59","Wagon to start position","Connection_2"
